ia,Field1,id,country,ccode,year,region,protest,protestnum,startday,startmonth,startyear,endday,endmonth,endyear,protesterv,location,participan,protesteri,protesterd,proteste_1,proteste_2,proteste_3,staterespo,stateres_1,stateres_2,stateres_3,stateres_4,stateres_5,stateres_6,sources,notes,particip_1,FID_,FID_1,AD,LOCATION_1,FREQ,COUNTRY_1,MULT,LAT,LON,TYPE,GridIDs
1328,1570,5722005005,Swaziland,572,2005,7,1,5,23,7,2005,23,7,2005,0,national,100+,Public School Teachers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
1329,1571,5722005006,Swaziland,572,2005,7,1,6,8,9,2005,8,9,2005,0,Mbabane,1000,University Students,5,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1330,1572,5722006001,Swaziland,572,2006,7,1,1,21,7,2006,21,7,2006,0,Mbabane,1000,HIV-Positive Demonstrators,4,NA,NA,8,5,1,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1331,1573,5722006002,Swaziland,572,2006,7,1,2,12,9,2006,12,9,2006,1,Mbabane,100+,University Students,5,4,NA,8,3,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1332,1574,5722007001,Swaziland,572,2007,7,1,1,25,7,2007,25,7,2007,1,Manzini,3000,Union Workers,4,NA,NA,8,3,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1333,1575,5722007002,Swaziland,572,2007,7,1,2,26,7,2007,26,7,2007,1,Mbabane,5000+,Trade Union Members,4,NA,NA,8,1,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1334,1576,5722008001,Swaziland,572,2008,7,1,1,3,3,2008,5,3,2008,1,Manzini,1000s,Workers,1,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1335,1577,5722008002,Swaziland,572,2008,7,1,2,7,3,2008,7,3,2008,0,Mbabane,100+,Nurses,1,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1336,1578,5722008003,Swaziland,572,2008,7,1,3,17,3,2008,17,3,2008,0,Manzini,1000s,Public Transport Workers,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1337,1579,5722008004,Swaziland,572,2008,7,1,4,21,8,2008,21,8,2008,0,Mbabane,1000+,Women's Rights Activists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1338,1580,5722008005,Swaziland,572,2008,7,1,5,3,9,2008,3,9,2008,1,Manzini,10000,Pro-Democracy Demonstrators,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1339,1581,5722008006,Swaziland,572,2008,7,1,6,4,9,2008,4,9,2008,1,Mbabane,5000,Pro-Democracy Demonstrators,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1340,1582,5722009001,Swaziland,572,2009,7,1,1,16,4,2009,16,4,2009,0,Manzini,1000s,Parents of Primary School Children,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1341,1583,5722009002,Swaziland,572,2009,7,1,2,21,9,2009,21,9,2009,0,Matsapha,50,Supporters of Mario Masuku,4,NA,NA,8,3,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,23,273,276,Matsapha,2,Swaziland,NA,-26.52902,31.30752,Unknown Spot,200
1342,1584,5722010001,Swaziland,572,2010,7,1,1,6,9,2010,6,9,2010,0,Manzini,50+,Pro-Democracy Activists,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1343,1585,5722010002,Swaziland,572,2010,7,1,2,7,9,2010,7,9,2010,0,Manzini,250,Pro-Democracy Activists,4,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1344,1586,5722010003,Swaziland,572,2010,7,1,3,8,9,2010,8,9,2010,0,Mbabane,350,Pro-Democracy Activists,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1345,1587,5722011001,Swaziland,572,2011,7,1,1,4,3,2011,4,3,2011,0,Mbabane,100+,Civil Servants,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1346,1588,5722011002,Swaziland,572,2011,7,1,2,19,3,2011,19,3,2011,0,Mbabane,1000s,Anti-Government Demonstrators,4,6,1,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1347,1589,5722011003,Swaziland,572,2011,7,1,3,12,4,2011,13,4,2011,0,Manzini,1000+,Pro-Democracy Activists,4,NA,NA,8,4,3,2,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1348,1590,5722011004,Swaziland,572,2011,7,1,4,1,6,2011,1,6,2011,0,Mbabane,100s,Teachers,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1349,1591,5722011005,Swaziland,572,2011,7,1,5,27,7,2011,27,7,2011,0,Mbabane,500,HIV-Positive People,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1350,1592,5722011006,Swaziland,572,2011,7,1,6,6,8,2011,6,8,2011,0,Mbabane,100+,Lawyers,6,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1351,1593,5722011007,Swaziland,572,2011,7,1,7,5,9,2011,8,9,2011,0,Mbabane,5000+,Pro-Democracy Activists,4,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,5000-10000,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1352,1594,5722011008,Swaziland,572,2011,7,1,8,6,9,2011,8,9,2011,0,national,10000s,Pro-Democracy Activists,4,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
1353,1595,5722011009,Swaziland,572,2011,7,1,9,21,9,2011,21,9,2011,0,Mbabane,100+,Lawyers,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1354,1596,5722011010,Swaziland,572,2011,7,1,10,23,9,2011,23,9,2011,1,Manzini,1500+,Transport Workers,4,NA,NA,8,3,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1355,1597,5722011011,Swaziland,572,2011,7,1,11,3,11,2011,3,11,2011,0,Mbabane,2000+,University Students,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1356,1598,5722011012,Swaziland,572,2011,7,1,12,4,11,2011,4,11,2011,0,Mbabane,100+,Lawyers and Civil Society Activists,3,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1357,1599,5722012001,Swaziland,572,2012,7,1,1,5,2,2012,5,2,2012,0,Siteki,50+,Vendors and Transport Operators,4,3,NA,8,7,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,26,413,416,Siteki,1,Swaziland,NA,-26.45,31.95,City,200
1358,1600,5722012002,Swaziland,572,2012,7,1,2,14,2,2012,14,2,2012,0,Mbabane,100+,University Students,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1359,1601,5722012003,Swaziland,572,2012,7,1,3,26,3,2012,26,3,2012,0,Mbabane,600-3000,University Students,1,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1360,1602,5722012004,Swaziland,572,2012,7,1,4,3,4,2012,5,4,2012,0,national,100+,Public Sector Workers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
1361,1603,5722012005,Swaziland,572,2012,7,1,5,12,4,2012,12,4,2012,0,national,100s,Pro-Democracy Activists,4,NA,NA,8,3,4,2,NA,NA,NA,NA,2.9E+11,3E+11,100-999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
1362,1604,5722012006,Swaziland,572,2012,7,1,6,26,4,2012,26,4,2012,0,Manzini,50+,Nurses,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1363,1605,5722012007,Swaziland,572,2012,7,1,7,13,6,2012,13,6,2012,1,Mbabane,3000,Swaziland National Association of Teachers,1,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1364,1606,5722012008,Swaziland,572,2012,7,1,8,11,7,2012,12,7,2012,0,Mbabane,1000s,Public Sector Workers,1,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1365,1607,5722012009,Swaziland,572,2012,7,1,9,17,7,2012,18,7,2012,0,Manzini,100+,Transport Workers,4,NA,NA,8,7,4,2,NA,NA,NA,NA,2.9E+11,3E+11,100-999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1366,1608,5722012010,Swaziland,572,2012,7,1,10,18,7,2012,18,7,2012,0,Mbabane,1000,Parents and Teachers,4,1,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1367,1609,5722012011,Swaziland,572,2012,7,1,11,3,8,2012,3,8,2012,0,Mbabane,200,Teachers,4,1,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1368,1610,5722012012,Swaziland,572,2012,7,1,12,16,8,2012,16,8,2012,1,Mbabane,100+,University Students,1,NA,NA,8,7,4,3,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1369,1611,5722012013,Swaziland,572,2012,7,1,13,4,9,2012,4,9,2012,0,Mbabane,100+,University Students,4,NA,NA,8,4,3,2,NA,NA,NA,NA,2.9E+11,3E+11,100-999,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1370,1612,5722012014,Swaziland,572,2012,7,1,14,22,12,2012,22,12,2012,0,Mbabane,50+,Women Activists,7,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1371,1613,5722013001,Swaziland,572,2013,7,1,1,12,4,2013,12,4,2013,0,Manzini,50+,Pro-Democracy Activists,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1372,1614,5722013002,Swaziland,572,2013,7,1,2,19,4,2013,19,4,2013,0,Mbabane,50+,Swaziland Youth Congress,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,24,275,278,Mbabane,35,Swaziland,NA,-26.31667,31.13333,City,200
1373,1615,5722013003,Swaziland,572,2013,7,1,3,29,5,2013,29,5,2013,0,Siphofaneni,100,Swaziland Rural Women?ó»s Association,7,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,25,412,415,Siphofaneni,1,Swaziland,NA,-26.67627,31.66478,Admin,200
1374,1616,5722013004,Swaziland,572,2013,7,1,4,6,9,2013,6,9,2013,0,Manzini,100+,Pro-Democracy Activists,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,20,260,263,Manzini,17,Swaziland,NA,-26.49884,31.38004,City,200
1375,1617,5722013005,Swaziland,572,2013,7,1,5,28,9,2013,28,9,2013,0,Gege,50+,Youths,4,NA,NA,8,4,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,17,138,141,Gege,1,Swaziland,NA,-26.95,31.01667,City,200
1376,1619,5802000001,Madagascar,580,2000,7,1,1,25,12,2000,12,1,2001,1,Antananarivo,300-500,Supporters of MP Jean-Eugene Voninahitsy,4,6,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1377,1621,5802002001,Madagascar,580,2002,7,1,1,7,1,2002,11,1,2002,1,Antananarivo,10000s,Supporters of Marc Ravalomanana,4,6,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1378,1622,5802002002,Madagascar,580,2002,7,1,2,26,1,2002,3,3,2002,1,Antananarivo,500000+,Supporters of Marc Ravalomanana,6,4,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1379,1623,5802002003,Madagascar,580,2002,7,1,3,14,3,2002,14,3,2002,0,Tamatave,100+,Supporters of Marc Ravalomanana,6,NA,NA,8,7,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,83,425,428,Tamatave,1,Madagascar,NA,-18.1492,49.40234,City,312
1380,1624,5802002004,Madagascar,580,2002,7,1,4,26,3,2002,26,3,2002,1,Antananarivo,100+,Supporters of Marc Ravalomanana,6,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1381,1625,5802002005,Madagascar,580,2002,7,1,5,26,3,2002,26,3,2002,1,Fianarantsoa,100+,Supporters of Marc Ravalomanana,6,NA,NA,8,7,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,59,126,129,Fianarantsoa,1,Madagascar,NA,-21.45267,47.08569,City,276
1382,1626,5802002006,Madagascar,580,2002,7,1,6,7,5,2002,7,5,2002,0,Antananarivo,100000,Supporters of Marc Ravalomanana,6,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1383,1627,5802003001,Madagascar,580,2003,7,1,1,13,5,2003,13,5,2003,1,Antananarivo,10000,Committee for the Defence of Truth and Equality Supporters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1384,1628,5802004001,Madagascar,580,2004,7,1,1,3,3,2004,3,3,2004,0,Antananarivo,600,Army Reservists,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1385,1629,5802004002,Madagascar,580,2004,7,1,2,9,3,2004,9,3,2004,0,Antananarivo,800-900,Army Reservists,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1386,1630,5802004003,Madagascar,580,2004,7,1,3,21,3,2004,21,3,2004,0,Antananarivo,1800+,Army Reservists,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1387,1631,5802004004,Madagascar,580,2004,7,1,4,28,5,2004,28,5,2004,0,Antananarivo,500-1200,Army Reservists,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1388,1632,5802004005,Madagascar,580,2004,7,1,5,16,6,2004,16,6,2004,1,Antananarivo,100+,Army Reservists,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1389,1633,5802004006,Madagascar,580,2004,7,1,6,26,6,2004,26,6,2004,1,national,100+,Citizens,5,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
1390,1634,5802005001,Madagascar,580,2005,7,1,1,21,4,2005,21,4,2005,1,Antananarivo,500,University Students,4,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1391,1635,5802005002,Madagascar,580,2005,7,1,2,17,12,2005,17,12,2005,0,Antananarivo,100+,Government Opposition,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1392,1636,5802006001,Madagascar,580,2006,7,1,1,10,10,2006,10,10,2006,1,Toamasina,100+,AREMA Party Supporters,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,84,434,437,Toamasina,1,Madagascar,NA,-18.1492,49.40234,City,312
1393,1637,5802006002,Madagascar,580,2006,7,1,2,19,11,2006,19,11,2006,0,Toliara,1000s,Anti-Ravalomanana demonstrators,6,4,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,40,435,438,Toliara,2,Madagascar,NA,-23.35,43.66667,City,240
1394,1638,5802007001,Madagascar,580,2007,7,1,1,19,4,2007,1,5,2007,1,national,1000s,Supporters of Mayor Ratsiraka,4,NA,NA,8,2,3,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,7,326,329,national,37,Lesotho,1,-29.45066,27.72312,Admin,128 129 163 164
1395,1639,5802007002,Madagascar,580,2007,7,1,2,27,4,2007,27,4,2007,1,Toliara,10000+,Government Opposition Supporters,4,NA,NA,8,6,7,4,NA,NA,NA,NA,2.9E+11,3E+11,>10000,40,435,438,Toliara,2,Madagascar,NA,-23.35,43.66667,City,240
1396,1640,5802007003,Madagascar,580,2007,7,1,3,1,5,2007,1,5,2007,1,Antsiranana,100+,Students,4,NA,NA,8,7,6,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,109,24,27,Antsiranana,1,Madagascar,NA,-12.2787,49.29171,City,417
1397,1642,5802009001,Madagascar,580,2009,7,1,1,26,1,2009,28,1,2009,1,Antananarivo,10000s,Anti-Government Demonstrators,4,6,NA,8,7,6,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1398,1643,5802009002,Madagascar,580,2009,7,1,2,4,2,2009,4,2,2009,0,Antananarivo,100+,Supporters of Andry Rajoelina,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1399,1644,5802009003,Madagascar,580,2009,7,1,3,7,2,2009,7,2,2009,1,Antananarivo,1000+,Supporters of Andry Rajoelina,4,6,NA,8,7,6,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1400,1645,5802009004,Madagascar,580,2009,7,1,4,6,3,2009,15,3,2009,1,Antananarivo,1000+,Supporters of Andry Rajoelina,4,NA,NA,8,7,6,NA,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1401,1646,5802009005,Madagascar,580,2009,7,1,5,25,3,2009,28,3,2009,0,Antananarivo,30000+,Ex-President Ravalomanana Supporters,4,NA,NA,8,7,6,NA,NA,NA,NA,NA,2.9E+11,3E+11,>10000,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1402,1647,5802009006,Madagascar,580,2009,7,1,6,15,5,2009,15,5,2009,0,Antananarivo,50+,Journalists,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1403,1648,5802009007,Madagascar,580,2009,7,1,7,22,12,2009,22,12,2009,0,Antananarivo,100+,Anti-Government Demonstrators,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1404,1649,5802010001,Madagascar,580,2010,7,1,1,6,1,2010,6,1,2010,1,Antananarivo,100+,Anti-Rajoelina Demonstrators,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1405,1650,5802011001,Madagascar,580,2011,7,1,1,31,5,2011,31,5,2011,1,Antananarivo,1000,Anti-Government Demonstrators,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1406,1651,5802012001,Madagascar,580,2012,7,1,1,19,5,2012,19,5,2012,0,Antananarivo,3000-5000,Free FM (Radio) Listeners,4,NA,NA,8,4,7,2,NA,NA,NA,NA,2.9E+11,3E+11,2000-4999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1407,1652,5802012002,Madagascar,580,2012,7,1,2,6,11,2012,6,11,2012,1,Antananarivo,1000+,University Students,4,NA,NA,8,2,1,NA,NA,NA,NA,NA,2.9E+11,3E+11,1000-1999,82,22,25,Antananarivo,24,Madagascar,NA,-18.91368,47.53613,City,312
1408,1654,5811999001,Comoros,581,1999,7,1,1,26,4,1999,28,4,1999,1,Moroni,150,Anti-Anjouan Youths,4,NA,NA,8,5,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
1409,1655,5812000001,Comoros,581,2000,7,1,1,2,9,2000,2,9,2000,0,Moroni,200,Anti-Anjouan Protesters,4,NA,NA,8,4,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
1410,1656,5812000002,Comoros,581,2000,7,1,2,13,10,2000,13,10,2000,1,Moroni,100+,Youths,5,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
1411,1657,5812000003,Comoros,581,2000,7,1,3,14,10,2000,14,10,2000,0,Moroni,50+,Mtsangani Residents,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
1412,1658,5812000004,Comoros,581,2000,7,1,4,23,11,2000,23,11,2000,0,Moroni,150,Anti-Fomboni Accord Demonstrators,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
1413,1659,5812001001,Comoros,581,2001,7,1,1,5,2,2001,6,2,2001,0,Mutsamudu,50+,Anjouan Separatists,4,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,107,302,305,Mutsamudu,3,Comoros,NA,-12.16672,44.39944,City,415
1414,1660,5812001002,Comoros,581,2001,7,1,2,8,8,2001,8,8,2001,1,Mutsamudu,50+,Soldiers,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,107,302,305,Mutsamudu,3,Comoros,NA,-12.16672,44.39944,City,415
1415,1661,5812001003,Comoros,581,2001,7,1,3,5,10,2001,8,10,2001,0,Moroni,100+,Taxi Drivers,1,3,NA,8,4,7,2,NA,NA,NA,NA,2.9E+11,3E+11,100-999,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
1416,1662,5812001004,Comoros,581,2001,7,1,4,22,11,2001,22,11,2001,1,Moroni,400,CEE Customers,3,NA,NA,8,4,2,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
1417,1663,5812002001,Comoros,581,2002,7,1,1,15,4,2002,15,4,2002,0,Moroni,50+,Anti-Assoumani Protesters,4,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2.9E+11,3E+11,50-99,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
1418,1664,5812002002,Comoros,581,2002,7,1,2,28,8,2002,28,8,2002,1,Moroni,100+,Anti-Assoumani Protesters,4,NA,NA,8,7,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
1419,1665,5812002003,Comoros,581,2002,7,1,3,29,8,2002,30,8,2002,1,Moroni,100+,Anti-Assoumani Protesters,4,NA,NA,8,2,4,NA,NA,NA,NA,NA,2.9E+11,3E+11,100-999,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
1420,1666,5812003001,Comoros,581,2003,7,1,1,24,3,2003,25,3,2003,0,Moroni,100s,High School Students,4,NA,NA,8,7,4,2,NA,NA,NA,NA,2.9E+11,3E+11,100-999,106,294,297,Moroni,25,Comoros,NA,-11.70216,43.25506,City,415
